BranchCode,City,State,Group,ItemSubGroup,Item,Color,IMEI1,IMEStock,BranchName,WH Name
MW0147,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-3GB-32GB,BLUE,868151040229058,1,BHAJANPURA-DELHI,MAIN WH
MW0190,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-3GB-32GB,BLUE,868151040269211,1,KUNDLI - DELHI,MAIN WH
MW0222,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-3GB-32GB,BLUE,868151040214373,1,2-ASHOK VIHAR-DELHI,MAIN WH
MW0222,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,DARK GREY,867247048222557,1,2-ASHOK VIHAR-DELHI,MAIN WH
MW0002,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,DARK GREY,864303041130892,1,ALAKNANDA-DELHI,MAIN WH
MW0127,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,DARK GREY,864303040245758,1,KAROL BAGH-DELHI,MAIN WH
MW0027,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,DARK GREY,864303041327274,1,SARITA VIHAR-DELHI,MAIN WH
MW0099,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,DARK GREY,864303041245716,1,NARAINA-DELHI,MAIN WH
MW0208,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,DARK GREY,864303041184733,1,2-MALVIYA NAGAR-DELHI,MAIN WH
MW0181,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,DARK GREY,864303041318976,1,TUGLAKABAD-DELHI,MAIN WH
MW0092,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,DARK GREY,864303044907031,1,GOLE MARKET-DELHI,MAIN WH
MW0048,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,DARK GREY,864303044961699,1,KINGSWAY CAMP DELHI,MAIN WH
MW0032,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,DARK GREY,864303041051650,1,NFCDELHI,MAIN WH
MW0053,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,DARK GREY,864303041337273,1,MALVIYA NGAR-DELHI,MAIN WH
MW0224,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,DARK GREY,864303041101232,1,2-JANAKPURI-DELHI,MAIN WH
MW0048,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,DARK GREY,864303041011415,1,KINGSWAY CAMP DELHI,MAIN WH
MW0144,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,DARK GREY,864303044968710,1,SOUTH EX-DELHI,MAIN WH
MW0057,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,DARK GREY,867247047902837,1,MUNIRKA-DELHI,MAIN WH
MW0056,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,DARK GREY,864303044940958,1,MILAP NAGAR-DELHI,MAIN WH
MW0061,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,DARK GREY,864303041099436,1,M2K-ROHINI,MAIN WH
MW0111,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,864303049025698,1,SHANKAR ROAD-DELHI,MAIN WH
MW0057,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,864303042742232,1,MUNIRKA-DELHI,MAIN WH
MW0208,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,864303042681133,1,2-MALVIYA NAGAR-DELHI,MAIN WH
MW0048,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,864303042743610,1,KINGSWAY CAMP DELHI,MAIN WH
MW0193,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,864303049143517,1,2-DWARKA-SEC6,MAIN WH
MW0075,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,864303049163572,1,NEHRUPLACE,MAIN WH
MW0061,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,864303042794373,1,M2K-ROHINI,MAIN WH
MW0217,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,867247047651772,1,3-VIKAS MARG-DELHI,MAIN WH
MW0185,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,864303042745938,1,2-TUGLAKABAD EXT.-DELHI,MAIN WH
MW0060,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,864303042756810,1,RAMESH NAGAR,MAIN WH
MW0053,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,867247047760219,1,MALVIYA NGAR-DELHI,MAIN WH
MW0224,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,864303042812910,1,2-JANAKPURI-DELHI,MAIN WH
MW0074,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,864303042674732,1,2-DARYAGANJ-DELHI,MAIN WH
MW0027,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,864303042688633,1,SARITA VIHAR-DELHI,MAIN WH
MW0221,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,864303049146031,1,2-DAYALPUR - DELHI,MAIN WH
MW0190,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,867247047462295,1,KUNDLI - DELHI,MAIN WH
MW0099,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,864303042806219,1,NARAINA-DELHI,MAIN WH
MW0002,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,864303042809759,1,ALAKNANDA-DELHI,MAIN WH
MW0184,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,864303042759178,1,BHOGAL-DELHI,MAIN WH
MW0004,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,864303042778491,1,SAKET DELHI,MAIN WH
MW0127,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,864303048777315,1,KAROL BAGH-DELHI,MAIN WH
MW0224,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,864303042810435,1,2-JANAKPURI-DELHI,MAIN WH
MW0224,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,864303049094934,1,2-JANAKPURI-DELHI,MAIN WH
MW0004,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,867247047422497,1,SAKET DELHI,MAIN WH
MW0027,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,864303048986254,1,SARITA VIHAR-DELHI,MAIN WH
MW0008,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,864303049150173,1,KALKAJI DELHI,MAIN WH
MW0222,NEW DELHI,DELHI,MOBILE PHONES,MI-SMART PHONE,REDMI-Y2-4GB-64GB,GOLD,864303042756117,1,2-ASHOK VIHAR-DELHI,MAIN WH
MW0092,NEW DELHI,DELHI,MOBILE PHONES,RELIANCE-SMART PHONE,RELAINCE-WATER 8,BLACK          ,911505000899175,1,GOLE MARKET-DELHI,MAIN WH
MW0032,NEW DELHI,DELHI,MOBILE PHONES,RELIANCE-SMART PHONE,RELIANCE WIND-1 LS-5010-8GB,BLACK          ,869025020136880,1,NFCDELHI,MAIN WH
MW0002,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703105810323,1,ALAKNANDA-DELHI,MAIN WH
MW0035,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703106766151,1,WH-DELHI,MAIN WH
MW0224,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703105810356,1,2-JANAKPURI-DELHI,MAIN WH
MW0111,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703106766227,1,SHANKAR ROAD-DELHI,MAIN WH
MW0185,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703101618514,1,2-TUGLAKABAD EXT.-DELHI,MAIN WH
MW0035,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703106766375,1,WH-DELHI,MAIN WH
MW0035,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703106766367,1,WH-DELHI,MAIN WH
MW0004,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,357116097837424,1,SAKET DELHI,MAIN WH
MW0053,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703105811214,1,MALVIYA NGAR-DELHI,MAIN WH
MW0127,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703106772365,1,KAROL BAGH-DELHI,MAIN WH
MW0048,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703105810281,1,KINGSWAY CAMP DELHI,MAIN WH
MW0193,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703105811222,1,2-DWARKA-SEC6,MAIN WH
MW0225,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703105811297,1,SEC-10-DWARKA,MAIN WH
MW0057,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703105811115,1,MUNIRKA-DELHI,MAIN WH
MW0027,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703106766219,1,SARITA VIHAR-DELHI,MAIN WH
MW0217,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703105811594,1,3-VIKAS MARG-DELHI,MAIN WH
MW0061,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703105812311,1,M2K-ROHINI,MAIN WH
MW0075,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703101618548,1,NEHRUPLACE,MAIN WH
MW0057,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703105810240,1,MUNIRKA-DELHI,MAIN WH
MW0092,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703106766318,1,GOLE MARKET-DELHI,MAIN WH
MW0127,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703106766334,1,KAROL BAGH-DELHI,MAIN WH
MW0048,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703106772266,1,KINGSWAY CAMP DELHI,MAIN WH
MW0193,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703105810976,1,2-DWARKA-SEC6,MAIN WH
MW0208,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703105811321,1,2-MALVIYA NAGAR-DELHI,MAIN WH
MW0092,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703106766136,1,GOLE MARKET-DELHI,MAIN WH
MW0075,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703106766292,1,NEHRUPLACE,MAIN WH
MW0035,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703106766342,1,WH-DELHI,MAIN WH
MW0225,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703101618530,1,SEC-10-DWARKA,MAIN WH
MW0048,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703106766268,1,KINGSWAY CAMP DELHI,MAIN WH
MW0035,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703106766409,1,WH-DELHI,MAIN WH
MW0027,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703101618621,1,SARITA VIHAR-DELHI,MAIN WH
MW0032,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703105810216,1,NFCDELHI,MAIN WH
MW0075,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703106766284,1,NEHRUPLACE,MAIN WH
MW0074,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703106766300,1,2-DARYAGANJ-DELHI,MAIN WH
MW0221,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,357116096866457,1,2-DAYALPUR - DELHI,MAIN WH
MW0222,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703106766391,1,2-ASHOK VIHAR-DELHI,MAIN WH
MW0048,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703106772282,1,KINGSWAY CAMP DELHI,MAIN WH
MW0225,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703105417707,1,SEC-10-DWARKA,MAIN WH
MW0147,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703100371123,1,BHAJANPURA-DELHI,MAIN WH
MW0032,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703106766128,1,NFCDELHI,MAIN WH
MW0185,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703105810349,1,2-TUGLAKABAD EXT.-DELHI,MAIN WH
MW0116,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703105811123,1,NP2-NEHRU PLACE-II,MAIN WH
MW0035,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703106766144,1,WH-DELHI,MAIN WH
MW0002,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703101618522,1,ALAKNANDA-DELHI,MAIN WH
MW0073,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703105811255,1,KHANNA MKT DELHI,MAIN WH
MW0092,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703105811354,1,GOLE MARKET-DELHI,MAIN WH
MW0053,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,351703105811446,1,MALVIYA NGAR-DELHI,MAIN WH
MW0224,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLACK,359111093553586,1,2-JANAKPURI-DELHI,MAIN WH
MW0127,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103347229,1,KAROL BAGH-DELHI,MAIN WH
MW0217,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103213397,1,3-VIKAS MARG-DELHI,MAIN WH
MW0144,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103213421,1,SOUTH EX-DELHI,MAIN WH
MW0221,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103215046,1,2-DAYALPUR - DELHI,MAIN WH
MW0208,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703102291402,1,2-MALVIYA NAGAR-DELHI,MAIN WH
MW0144,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103215103,1,SOUTH EX-DELHI,MAIN WH
MW0056,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103215160,1,MILAP NAGAR-DELHI,MAIN WH
MW0061,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703102286014,1,M2K-ROHINI,MAIN WH
MW0185,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103215194,1,2-TUGLAKABAD EXT.-DELHI,MAIN WH
MW0074,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103216937,1,2-DARYAGANJ-DELHI,MAIN WH
MW0147,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103347120,1,BHAJANPURA-DELHI,MAIN WH
MW0181,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,359111094957851,1,TUGLAKABAD-DELHI,MAIN WH
MW0074,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103215145,1,2-DARYAGANJ-DELHI,MAIN WH
MW0116,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703104302181,1,NP2-NEHRU PLACE-II,MAIN WH
MW0127,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703102292871,1,KAROL BAGH-DELHI,MAIN WH
MW0002,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103212944,1,ALAKNANDA-DELHI,MAIN WH
MW0001,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703104301217,1,VASANT KUNJ DELHI,MAIN WH
MW0060,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,359111095394732,1,RAMESH NAGAR,MAIN WH
MW0190,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103347732,1,KUNDLI - DELHI,MAIN WH
MW0001,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703102290891,1,VASANT KUNJ DELHI,MAIN WH
MW0053,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103217273,1,MALVIYA NGAR-DELHI,MAIN WH
MW0061,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703102285974,1,M2K-ROHINI,MAIN WH
MW0181,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703102286378,1,TUGLAKABAD-DELHI,MAIN WH
MW0002,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703104300516,1,ALAKNANDA-DELHI,MAIN WH
MW0222,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703102292582,1,2-ASHOK VIHAR-DELHI,MAIN WH
MW0032,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103213413,1,NFCDELHI,MAIN WH
MW0027,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103214163,1,SARITA VIHAR-DELHI,MAIN WH
MW0008,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103215111,1,KALKAJI DELHI,MAIN WH
MW0208,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103215178,1,2-MALVIYA NAGAR-DELHI,MAIN WH
MW0004,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103215269,1,SAKET DELHI,MAIN WH
MW0004,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703104301589,1,SAKET DELHI,MAIN WH
MW0061,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103212951,1,M2K-ROHINI,MAIN WH
MW0074,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103217182,1,2-DARYAGANJ-DELHI,MAIN WH
MW0221,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103217257,1,2-DAYALPUR - DELHI,MAIN WH
MW0218,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103217380,1,2-KALKAJI DELHI,MAIN WH
MW0075,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703104300490,1,NEHRUPLACE,MAIN WH
MW0004,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103215053,1,SAKET DELHI,MAIN WH
MW0073,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703102291022,1,KHANNA MKT DELHI,MAIN WH
MW0184,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103341214,1,BHOGAL-DELHI,MAIN WH
MW0027,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703102292756,1,SARITA VIHAR-DELHI,MAIN WH
MW0208,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703104300508,1,2-MALVIYA NAGAR-DELHI,MAIN WH
MW0222,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103215426,1,2-ASHOK VIHAR-DELHI,MAIN WH
MW0053,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103217059,1,MALVIYA NGAR-DELHI,MAIN WH
MW0056,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703102286030,1,MILAP NAGAR-DELHI,MAIN WH
MW0218,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103214049,1,2-KALKAJI DELHI,MAIN WH
MW0032,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103215061,1,NFCDELHI,MAIN WH
MW0092,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103215186,1,GOLE MARKET-DELHI,MAIN WH
MW0092,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103341545,1,GOLE MARKET-DELHI,MAIN WH
MW0225,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703102290768,1,SEC-10-DWARKA,MAIN WH
MW0225,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703102290958,1,SEC-10-DWARKA,MAIN WH
MW0061,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703102291071,1,M2K-ROHINI,MAIN WH
MW0224,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103215202,1,2-JANAKPURI-DELHI,MAIN WH
MW0184,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103215285,1,BHOGAL-DELHI,MAIN WH
MW0181,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,359111095398857,1,TUGLAKABAD-DELHI,MAIN WH
MW0075,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103215020,1,NEHRUPLACE,MAIN WH
MW0075,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103215384,1,NEHRUPLACE,MAIN WH
MW0061,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703102290990,1,M2K-ROHINI,MAIN WH
MW0193,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703102291410,1,2-DWARKA-SEC6,MAIN WH
MW0008,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703103215038,1,KALKAJI DELHI,MAIN WH
MW0048,NEW DELHI,DELHI,MOBILE PHONES,SAMSUNG-HANDSET,SAMSUNG B310E,BLUE           ,351703104301738,1,KINGSWAY CAMP DELHI,MAIN WH
